# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   76       2.731730577924e-10       5.347692296304e-14      -1.151902204950e-12       2.168751059739e-16       2.005840413198e-11       2.766167748457e-12      -1.001801329251e-14 
   77       2.766774966105e-10       5.535728341010e-14      -1.220532194737e-12       2.226465533953e-16       1.942030772044e-11       2.691484764944e-12      -1.022958785366e-14 
   78       2.802127674717e-10       5.726065085400e-14      -1.290549782734e-12       2.284979454146e-16       1.880770501084e-11       2.619925976442e-12      -1.043070414368e-14 
   79       2.837796172412e-10       5.918502846662e-14      -1.361901400431e-12       2.344290091131e-16       1.822022795703e-11       2.551400844071e-12      -1.061718452774e-14 
   80       2.873784882772e-10       6.112828528895e-14      -1.434530000531e-12       2.404394228967e-16       1.765712644590e-11       2.485767092338e-12      -1.078449888925e-14 
   81       2.910095010723e-10       6.308815324712e-14      -1.508375008880e-12       2.465288148238e-16       1.711725153748e-11       2.422828493529e-12      -1.092775429503e-14 
   82       2.946724368957e-10       6.506222416853e-14      -1.583372276405e-12       2.526967609328e-16       1.659903870503e-11       2.362332652116e-12      -1.104168466054e-14 
   83       2.983667204344e-10       6.704794679797e-14      -1.659454031048e-12       2.589427835689e-16       1.610049107513e-11       2.303968789161e-12      -1.112064041506e-14 
   84       3.020917393594e-10       6.904289617741e-14      -1.736556021737e-12       2.652664166801e-16       1.561966264624e-11       2.247441884979e-12      -1.115980358777e-14 
   85       3.058479019136e-10       7.104563963237e-14      -1.814640416335e-12       2.716674178039e-16       1.515623669796e-11       2.192714082782e-12      -1.115908714922e-14 
   86       3.096357236395e-10       7.305500954441e-14      -1.893676629214e-12       2.781455883202e-16       1.471017953674e-11       2.139799428528e-12      -1.111986615531e-14 
   87       3.134554945201e-10       7.506984532183e-14      -1.973634538461e-12       2.847007090688e-16       1.428125554891e-11       2.088690152333e-12      -1.104381991045e-14 
   88       3.173072672839e-10       7.708899499331e-14      -2.054484558688e-12       2.913325398025e-16       1.386901884383e-11       2.039355736200e-12      -1.093294222809e-14 
   89       3.211908457092e-10       7.911131680156e-14      -2.136197713842e-12       2.980408186399e-16       1.347280489692e-11       1.991741981757e-12      -1.078955169119e-14 
   90       3.251057729282e-10       8.113568079691e-14      -2.218745710017e-12       3.048252615185e-16       1.309172219278e-11       1.945770077989e-12      -1.061630191276e-14 
   91       3.290513197318e-10       8.316097043101e-14      -2.302101008262e-12       3.116855616475e-16       1.272464386834e-11       1.901335668973e-12      -1.041619179632e-14 
   92       3.330264728736e-10       8.518608415041e-14      -2.386236897390e-12       3.186213889607e-16       1.237019935588e-11       1.858307921609e-12      -1.019257579644e-14 
   93       3.370302527763e-10       8.720980820534e-14      -2.471120274816e-12       3.256326030642e-16       1.202709827182e-11       1.816562311918e-12      -9.949004872762e-15 
   94       3.410627467102e-10       8.923040973208e-14      -2.556688588919e-12       3.327199299038e-16       1.169517595717e-11       1.776086649484e-12      -9.688699703249e-15 
   95       3.451242101039e-10       9.124598513183e-14      -2.642869547288e-12       3.398843863305e-16       1.137449046702e-11       1.736889349623e-12      -9.415016844178e-15 
   96       3.492147439103e-10       9.325458323072e-14      -2.729588072786e-12       3.471270780252e-16       1.106500059082e-11       1.698966672529e-12      -9.131618807223e-15 
   97       3.533342874329e-10       9.525420510560e-14      -2.816766276262e-12       3.544492018825e-16       1.076656205618e-11       1.662302253857e-12      -8.842481995921e-15 
   98       3.574826111517e-10       9.724280390990e-14      -2.904323429267e-12       3.618520483943e-16       1.047892373258e-11       1.626866635303e-12      -8.551904642125e-15 
   99       3.616593095491e-10       9.921828469945e-14      -2.992175936763e-12       3.693370040329e-16       1.020172383525e-11       1.592616795191e-12      -8.264514742465e-15 
  100       3.658637939363e-10       1.011785042583e-13      -3.080237309845e-12       3.769055536351e-16       9.934486128863e-12       1.559495679054e-12      -7.985277994804e-15 
  101       3.700952852791e-10       1.031212709245e-13      -3.168418138450e-12       3.845592827854e-16       9.676616131378e-12       1.527431730216e-12      -7.719505734695e-15 
  102       3.743528070241e-10       1.050443444160e-13      -3.256626064072e-12       3.922998801995e-16       9.427397317785e-12       1.496338420379e-12      -7.472862871843e-15 
  103       3.786351779244e-10       1.069454356566e-13      -3.344765752477e-12       4.001291401080e-16       9.185987323903e-12       1.466113780203e-12      -7.251375826558e-15 
  104       3.829412624645e-10       1.088223199070e-13      -3.432745028922e-12       4.080486980171e-16       8.951608184722e-12       1.436663955092e-12      -7.060042697611e-15 
  105       3.872707761113e-10       1.106731939402e-13      -3.520494286456e-12       4.160591922036e-16       8.724154493352e-12       1.407978507572e-12      -6.898432851558e-15 
  106       3.916235759726e-10       1.124963670153e-13      -3.607949660735e-12       4.241609928664e-16       8.503660700699e-12       1.380064459394e-12      -6.764504930649e-15 
  107       3.959994086217e-10       1.142901529383e-13      -3.695047141585e-12       4.323544580947e-16       8.290112773176e-12       1.352922971776e-12      -6.655944205470e-15 
  108       4.003979057543e-10       1.160528711336e-13      -3.781722613434e-12       4.406399333217e-16       8.083446528743e-12       1.326549139994e-12      -6.570155151302e-15 
  109       4.048185798452e-10       1.177828477144e-13      -3.867911895746e-12       4.490177507781e-16       7.883545972927e-12       1.300931787985e-12      -6.504254024493e-15 
  110       4.092608198050e-10       1.194784165540e-13      -3.953550783459e-12       4.574882289460e-16       7.690241634859e-12       1.276053262938e-12      -6.455061438812e-15 
  111       4.137238866371e-10       1.211379203565e-13      -4.038575087413e-12       4.660516720122e-16       7.503308903296e-12       1.251889229894e-12      -6.419094941819e-15 
  112       4.182069090943e-10       1.227597117280e-13      -4.122920674791e-12       4.747083693218e-16       7.322466362658e-12       1.228408466340e-12      -6.392561591224e-15 
  113       4.227088793356e-10       1.243421542471e-13      -4.206523509546e-12       4.834585948322e-16       7.147374129048e-12       1.205572656806e-12      -6.371350531253e-15 
  114       4.272286485835e-10       1.258836235365e-13      -4.289319692840e-12       4.923026065664e-16       6.977632186293e-12       1.183336187463e-12      -6.351025569010e-15 
  115       4.317649227799e-10       1.273825083334e-13      -4.371245503477e-12       5.012406460666e-16       6.812778721963e-12       1.161645940715e-12      -6.326817750842e-15 
  116       4.363164421489e-10       1.288372395907e-13      -4.452236010286e-12       5.102730071818e-16       6.652390969689e-12       1.140453412597e-12      -6.294597993351e-15 
  117       4.408825539357e-10       1.302463795043e-13      -4.532220631442e-12       5.194002530864e-16       6.496405202832e-12       1.119753175456e-12      -6.253945003668e-15 
  118       4.454627014697e-10       1.316085453713e-13      -4.611127108656e-12       5.286230247437e-16       6.344832702419e-12       1.099548727651e-12      -6.205438156198e-15 
  119       4.500562438029e-10       1.329223838331e-13      -4.688882914427e-12       5.379419739989e-16       6.197659982597e-12       1.079840493789e-12      -6.149712041428e-15 
  120       4.546624529921e-10       1.341865721936e-13      -4.765415279841e-12       5.473577636456e-16       6.054848033001e-12       1.060625728276e-12      -6.087457707678e-15 
  121       4.592805113822e-10       1.353998197386e-13      -4.840651222387e-12       5.568710674927e-16       5.916331561113e-12       1.041898418864e-12      -6.019423902842e-15 
  122       4.639095088891e-10       1.365608690543e-13      -4.914517573760e-12       5.664825704310e-16       5.782018234628e-12       1.023649190207e-12      -5.946418316133e-15 
  123       4.685484402819e-10       1.376684973459e-13      -4.986941007668e-12       5.761929684996e-16       5.651787923814e-12       1.005865207410e-12      -5.869308819829e-15 
  124       4.731962024665e-10       1.387215177568e-13      -5.057848067644e-12       5.860029689529e-16       5.525491943876e-12       9.885300795815e-13      -5.789024711017e-15 
  125       4.778515917680e-10       1.397187806871e-13      -5.127165194848e-12       5.959132903271e-16       5.402952297317e-12       9.716237633819e-13      -5.706557953338e-15 
  126       4.825133012136e-10       1.406591751123e-13      -5.194818755879e-12       6.059246625066e-16       5.283960916301e-12       9.551224665778e-13      -5.622964418734e-15 
  127       4.871799178155e-10       1.415416299024e-13      -5.260735070580e-12       6.160378267912e-16       5.168278905018e-12       9.389985515921e-13      -5.539365129188e-15 
  128       4.918499198538e-10       1.423651151405e-13      -5.324840439849e-12       6.262535359621e-16       5.055635782043e-12       9.232204390549e-13      -5.456947498474e-15 
  129       4.965218362755e-10       1.431286867202e-13      -5.387062467575e-12       6.365725901998e-16       4.945787378648e-12       9.077598320500e-13      -5.376736366442e-15 
  130       5.011947504338e-10       1.438316228691e-13      -5.447334131370e-12       6.469959491482e-16       4.838698324171e-12       8.926144897430e-13      -5.298876065537e-15 
  131       5.058678467321e-10       1.444733051643e-13      -5.505590213032e-12       6.575246323273e-16       4.734378240924e-12       8.777877814095e-13      -5.223271576119e-15 
  132       5.105402519193e-10       1.450531782083e-13      -5.561766081144e-12       6.681596847041e-16       4.632824548136e-12       8.632815460547e-13      -5.149811272540e-15 
  133       5.152110335330e-10       1.455707512575e-13      -5.615797728144e-12       6.789021770161e-16       4.534022124033e-12       8.490960483494e-13      -5.078366517599e-15 
  134       5.198791983419e-10       1.460255998510e-13      -5.667621807395e-12       6.897532060945e-16       4.437942967922e-12       8.352299345648e-13      -5.008791257014e-15 
  135       5.245436907891e-10       1.464173674386e-13      -5.717175670245e-12       7.007138951869e-16       4.344545862275e-12       8.216801885085e-13      -4.940921613881e-15 
  136       5.292033914347e-10       1.467457670097e-13      -5.764397403103e-12       7.117853942811e-16       4.253776034808e-12       8.084420874596e-13      -4.874575483142e-15 
  137       5.338571153987e-10       1.470105827214e-13      -5.809225864504e-12       7.229688804282e-16       4.165564820571e-12       7.955091581044e-13      -4.809552126047e-15 
  138       5.385036108044e-10       1.472116715272e-13      -5.851600722176e-12       7.342655580652e-16       4.079829324024e-12       7.828731324717e-13      -4.745631764618e-15 
  139       5.431415572205e-10       1.473489648053e-13      -5.891462490111e-12       7.456766593389e-16       3.996472081126e-12       7.705239038681e-13      -4.682575176118e-15 
  140       5.477695641044e-10       1.474224699873e-13      -5.928752565628e-12       7.572034444287e-16       3.915380721414e-12       7.584494828141e-13      -4.620123287507e-15 
  141       5.523861692451e-10       1.474322721864e-13      -5.963413266447e-12       7.688472018699e-16       3.836427630086e-12       7.466359529786e-13      -4.557996769915e-15 
  142       5.569898372061e-10       1.473785358262e-13      -5.995387867751e-12       7.806092488767e-16       3.759469610088e-12       7.350674271153e-13      -4.495895633099e-15 
  143       5.615789577681e-10       1.472615062686e-13      -6.024620639260e-12       7.924909316656e-16       3.684347544195e-12       7.237260029976e-13      -4.433498819914e-15 
  144       5.661519741252e-10       1.470815236806e-13      -6.051057225572e-12       8.044934601236e-16       3.610919624282e-12       7.125956613059e-13      -4.370531702055e-15 
  145       5.707077850052e-10       1.468390627345e-13      -6.074645751214e-12       8.166173927598e-16       3.539165444667e-12       7.016744854143e-13      -4.306976922967e-15 
  146       5.752453794174e-10       1.465346999352e-13      -6.095335895506e-12       8.288631013549e-16       3.469091576390e-12       6.909635681549e-13      -4.242883667086e-15 
  147       5.797637096550e-10       1.461691034176e-13      -6.113078597764e-12       8.412309314330e-16       3.400698777796e-12       6.804631568222e-13      -4.178301609896e-15 
  148       5.842616904840e-10       1.457430346458e-13      -6.127826096337e-12       8.537212016337e-16       3.333981849534e-12       6.701726317637e-13      -4.113280902626e-15 
  149       5.887381983311e-10       1.452573501116e-13      -6.139531967651e-12       8.663342030821e-16       3.268929489552e-12       6.600904849702e-13      -4.047872156954e-15 
  150       5.931920704732e-10       1.447130030334e-13      -6.148151165250e-12       8.790701987608e-16       3.205524148099e-12       6.502142986657e-13      -3.982126429708e-15 
  151       5.976221042251e-10       1.441110450548e-13      -6.153640058832e-12       8.919294228805e-16       3.143741882721e-12       6.405407238985e-13      -3.916095207569e-15 
  152       6.020270561287e-10       1.434526279438e-13      -6.155956473296e-12       9.049120802515e-16       3.083552213258e-12       6.310654591310e-13      -3.849830391771e-15 
  153       6.064056411414e-10       1.427390052913e-13      -6.155059727780e-12       9.180183456547e-16       3.024917976845e-12       6.217832288302e-13      -3.783384282801e-15 
  154       6.107565318246e-10       1.419715342098e-13      -6.150910674701e-12       9.312483632127e-16       2.967795182906e-12       6.126877620582e-13      -3.716809565105e-15 
  155       6.150783575323e-10       1.411516770325e-13      -6.143471738799e-12       9.446022457611e-16       2.912132868156e-12       6.037717710621e-13      -3.650159291786e-15 
  156       6.193697036000e-10       1.402810030121e-13      -6.132706956173e-12       9.580800742193e-16       2.857872951594e-12       5.950269298651e-13      -3.583486869308e-15 
  157       6.236291105328e-10       1.393611900191e-13      -6.118582013326e-12       9.716818969621e-16       2.804950089509e-12       5.864438528563e-13      -3.516846042192e-15 
  158       6.278550731945e-10       1.383940262412e-13      -6.101064286204e-12       9.854077291906e-16       2.753291530467e-12       5.780120733809e-13      -3.450290877727e-15 
  159       6.320460399958e-10       1.373814118818e-13      -6.080122879239e-12       9.992575523032e-16       2.702816970320e-12       5.697200223312e-13      -3.383875750664e-15 
  160       6.362004120829e-10       1.363253608588e-13      -6.055728664385e-12       1.013231313267e-15       2.653438407197e-12       5.615550067365e-13      -3.317655327920e-15 
  161       6.403166548109e-10       1.352279575962e-13      -6.027854233086e-12       1.027328979176e-15       2.605078100789e-12       5.535060870123e-13      -3.251680592279e-15 
  162       6.443936449431e-10       1.340912195377e-13      -5.996473665420e-12       1.041550707667e-15       2.557724539399e-12       5.455730395933e-13      -3.185986550449e-15 
  163       6.484303527477e-10       1.329172256649e-13      -5.961562815057e-12       1.055896690441e-15       2.511381168127e-12       5.377581496628e-13      -3.120603403702e-15 
  164       6.524257321821e-10       1.317081617912e-13      -5.923099432831e-12       1.070367099063e-15       2.466048668507e-12       5.300633757696e-13      -3.055560377844e-15 
  165       6.563787205982e-10       1.304663220542e-13      -5.881063205384e-12       1.084962084585e-15       2.421724896806e-12       5.224903417556e-13      -2.990885689700e-15 
  166       6.602882384475e-10       1.291941104079e-13      -5.835435793805e-12       1.099681777167e-15       2.378404822312e-12       5.150403286816e-13      -2.926606513590e-15 
  167       6.641531889866e-10       1.278940421147e-13      -5.786200872267e-12       1.114526285712e-15       2.336080465631e-12       5.077142667545e-13      -2.862748947805e-15 
  168       6.679724579821e-10       1.265687452377e-13      -5.733344166673e-12       1.129495697480e-15       2.294740836978e-12       5.005127272541e-13      -2.799337981082e-15 
