# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   51       1.929283384253e-10       1.689974868159e-14       5.306417034638e-14       0.000000000000e+00       5.379606398055e-11       6.211429709420e-12      -1.065602407169e-14 
   52       1.956034652751e-10       1.796968057952e-14       2.548680429814e-14       0.000000000000e+00       5.155816823915e-11       5.981399994069e-12      -9.142608391928e-15 
   53       1.983052788291e-10       1.907807487218e-14      -3.910310639241e-15       0.000000000000e+00       4.944684092789e-11       5.762558876739e-12      -7.495102874924e-15 
   54       2.010330590887e-10       2.022486041775e-14      -3.501620718249e-14       0.000000000000e+00       4.744931032153e-11       5.554466628027e-12      -6.054643278070e-15 
   55       2.037854685345e-10       2.140993670059e-14      -6.772617183320e-14       0.000000000000e+00       4.555126512059e-11       5.356482627271e-12      -5.130835884578e-15 
   56       2.065642055165e-10       2.263330984421e-14      -1.020295919247e-13       0.000000000000e+00       4.375046081261e-11       5.168564531060e-12      -4.732215938608e-15 
   57       2.093710318369e-10       2.389498657615e-14      -1.379424242195e-13       0.000000000000e+00       4.204589302586e-11       4.990617277882e-12      -4.772894043776e-15 
   58       2.122066200604e-10       2.519493466961e-14      -1.754823370073e-13       0.000000000000e+00       4.043368122124e-11       4.822240369168e-12      -5.148421187923e-15 
   59       2.150704689249e-10       2.653308240386e-14      -2.146688996913e-13       0.000000000000e+00       3.890689106102e-11       4.662708921253e-12      -5.734890787639e-15 
   60       2.179608187524e-10       2.790931802472e-14      -2.555237723750e-13       0.000000000000e+00       3.745535677756e-11       4.510954717333e-12      -6.388040732783e-15 
   61       2.208757205299e-10       2.932342558303e-14      -2.980672097802e-13       0.000000000000e+00       3.606850402552e-11       4.365855815304e-12      -6.973278436372e-15 
   62       2.238167149310e-10       3.077487684146e-14      -3.423062270933e-13       0.000000000000e+00       3.474496071334e-11       4.227224200052e-12      -7.465662847418e-15 
   63       2.267858327437e-10       3.226299148896e-14      -3.882441021527e-13       0.000000000000e+00       3.348479803383e-11       4.095007205588e-12      -7.870873169372e-15 
   64       2.297844670360e-10       3.378699413347e-14      -4.358838979243e-13       0.000000000000e+00       3.228663954522e-11       3.968989545038e-12      -8.196347742729e-15 
   65       2.328133251718e-10       3.534601174373e-14      -4.852285351449e-13       0.000000000000e+00       3.114757874294e-11       3.848784152847e-12      -8.451367253137e-15 
   66       2.358723808273e-10       3.693907109104e-14      -5.362808649655e-13       0.000000000000e+00       3.006309663142e-11       3.733823026985e-12      -8.647137939487e-15 
   67       2.389608260060e-10       3.856509619102e-14      -5.890437415944e-13       0.000000000000e+00       2.902697929585e-11       3.623348071149e-12      -8.796874802016e-15 
   68       2.420777218360e-10       4.022301999610e-14      -6.435167222552e-13       0.000000000000e+00       2.803297762873e-11       3.516619698504e-12      -8.913997531043e-15 
   69       2.452242113463e-10       4.191215147180e-14      -6.996852282007e-13       0.000000000000e+00       2.708036128468e-11       3.413612196478e-12      -9.006107811246e-15 
   70       2.484016709161e-10       4.363187864577e-14      -7.575293078432e-13       0.000000000000e+00       2.616934719619e-11       3.314443457101e-12      -9.079935532211e-15 
   71       2.516110215931e-10       4.538156129549e-14      -8.170268017452e-13       0.000000000000e+00       2.529941979887e-11       3.219166158062e-12      -9.143152404848e-15 
   72       2.548526989810e-10       4.716053131199e-14      -8.781533290044e-13       0.000000000000e+00       2.446929315961e-11       3.127764174259e-12      -9.204406901475e-15 
   73       2.581266231269e-10       4.896809306365e-14      -9.408822736390e-13       0.000000000000e+00       2.367687310478e-11       3.040148989358e-12      -9.273359195902e-15 
   74       2.614321684088e-10       5.080352376002e-14      -1.005184770973e-12       0.000000000000e+00       2.291921934837e-11       2.956156107342e-12      -9.360716103519e-15 
   75       2.647681334233e-10       5.266607381559e-14      -1.071029694021e-12       0.000000000000e+00       2.219250762015e-11       2.875541464066e-12      -9.478266021374e-15 
   76       2.681333205121e-10       5.455481634835e-14      -1.138381281749e-12       0.000000000000e+00       2.149297911401e-11       2.798047643242e-12      -9.635258850760e-15 
   77       2.715284629122e-10       5.646816318691e-14      -1.207191554629e-12       0.000000000000e+00       2.082007243332e-11       2.723624396945e-12      -9.826706407418e-15 
   78       2.749545959557e-10       5.840426085584e-14      -1.277406484863e-12       0.000000000000e+00       2.017379661892e-11       2.652242005434e-12      -1.004300210164e-14 
   79       2.784124612798e-10       6.036113092546e-14      -1.348968170845e-12       0.000000000000e+00       1.955377715482e-11       2.583822918016e-12      -1.027334732489e-14 
   80       2.819024892158e-10       6.233666728199e-14      -1.421814775189e-12       0.000000000000e+00       1.895923834216e-11       2.518239595998e-12      -1.050571144076e-14 
   81       2.854247811775e-10       6.432863339775e-14      -1.495880462764e-12       0.000000000000e+00       1.838898567325e-11       2.455312355634e-12      -1.072679177600e-14 
   82       2.889790920502e-10       6.633465960132e-14      -1.571095338717e-12       0.000000000000e+00       1.784138820543e-11       2.394807211079e-12      -1.092197361149e-14 
   83       2.925648125790e-10       6.835224034770e-14      -1.647385386509e-12       0.000000000000e+00       1.731436093513e-11       2.336433717336e-12      -1.107529017322e-14 
   84       2.961813039045e-10       7.037897710536e-14      -1.724680890251e-12       0.000000000000e+00       1.680587165720e-11       2.279914180882e-12      -1.117287239010e-14 
   85       2.998290034680e-10       7.241335926100e-14      -1.802943441717e-12       0.000000000000e+00       1.631559669707e-11       2.225209199497e-12      -1.121404290279e-14 
   86       3.035084710047e-10       7.445410826920e-14      -1.882143317724e-12       0.000000000000e+00       1.584350862370e-11       2.172325731157e-12      -1.120199640309e-14 
   87       3.072200411770e-10       7.649994492331e-14      -1.962251473325e-12       0.000000000000e+00       1.538936748773e-11       2.121248107258e-12      -1.114049175653e-14 
   88       3.109638118816e-10       7.854959075374e-14      -2.043239622436e-12       0.000000000000e+00       1.495271201035e-11       2.071937075020e-12      -1.103387064484e-14 
   89       3.147396325564e-10       8.060176942607e-14      -2.125080318459e-12       0.000000000000e+00       1.453285077214e-11       2.024328839893e-12      -1.088707620852e-14 
   90       3.185470924879e-10       8.265520813929e-14      -2.207747034904e-12       0.000000000000e+00       1.412885340189e-11       1.978334107963e-12      -1.070567168937e-14 
   91       3.223855091176e-10       8.470863902397e-14      -2.291214246014e-12       0.000000000000e+00       1.373954176552e-11       1.933837128363e-12      -1.049585907299e-14 
   92       3.262539163501e-10       8.676080054042e-14      -2.375457507388e-12       0.000000000000e+00       1.336348115481e-11       1.890694735673e-12      -1.026449773137e-14 
   93       3.301513795612e-10       8.881033205775e-14      -2.460445629835e-12       0.000000000000e+00       1.299932080460e-11       1.848772444104e-12      -1.001818878954e-14 
