# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  103       3.710797069153e-10       1.091018629539e-13      -3.332086704248e-12       4.773422635462e-16       9.977498191735e-12       1.494697416274e-12      -7.449367507085e-15 
  104       3.752872819216e-10       1.109939748724e-13      -3.419868862100e-12       4.868032288863e-16       9.727625049566e-12       1.464925812678e-12      -7.265182285801e-15 
  105       3.795187900925e-10       1.128584998712e-13      -3.507397191309e-12       4.963693707434e-16       9.485045269691e-12       1.435960619898e-12      -7.106393427836e-15 
  106       3.837740647435e-10       1.146937098942e-13      -3.594606567683e-12       5.060413026691e-16       9.249798340131e-12       1.407804860751e-12      -6.971344129477e-15 
  107       3.880528246643e-10       1.164978828086e-13      -3.681431699542e-12       5.158196485341e-16       9.021872372888e-12       1.380455204295e-12      -6.858147627257e-15 
  108       3.923546696807e-10       1.182693035320e-13      -3.767807168234e-12       5.257050425514e-16       8.801202336971e-12       1.353901747135e-12      -6.764680901750e-15 
  109       3.966790762168e-10       1.200062651594e-13      -3.853667468650e-12       5.356981292990e-16       8.587668291417e-12       1.328127794717e-12      -6.688578381358e-15 
  110       4.010253928564e-10       1.217070700904e-13      -3.938947049742e-12       5.457995637427e-16       8.381093618313e-12       1.303109642629e-12      -6.627225646102e-15 
  111       4.053928359060e-10       1.233700311565e-13      -4.023580355035e-12       5.560100112596e-16       8.181243255820e-12       1.278816357898e-12      -6.577753131414e-15 
  112       4.097804849558e-10       1.249934727481e-13      -4.107501863145e-12       5.663301476601e-16       7.987821931193e-12       1.255209560292e-12      -6.537029831930e-15 
  113       4.141872784424e-10       1.265757319415e-13      -4.190646128298e-12       5.767606592115e-16       7.800472393805e-12       1.232243203612e-12      -6.501657005275e-15 
  114       4.186120092104e-10       1.281151596263e-13      -4.272947820837e-12       5.873022426606e-16       7.618773648167e-12       1.209863356999e-12      -6.467961875858e-15 
  115       4.230533200748e-10       1.296101216325e-13      -4.354341767748e-12       5.979556052569e-16       7.442239186956e-12       1.188007986224e-12      -6.431991338664e-15 
  116       4.275098988115e-10       1.310590288698e-13      -4.434761709718e-12       6.087214642649e-16       7.270423714773e-12       1.166621019634e-12      -6.390304856506e-15 
  117       4.319810995141e-10       1.324604294927e-13      -4.514136314283e-12       6.196005453872e-16       7.103261817652e-12       1.145696953663e-12      -6.342475977800e-15 
  118       4.364663888003e-10       1.338129301100e-13      -4.592392751781e-12       6.305935841919e-16       6.940767342921e-12       1.125241285062e-12      -6.288884548534e-15 
  119       4.409651504970e-10       1.351151691435e-13      -4.669457964283e-12       6.417013266240e-16       6.782927793826e-12       1.105256620117e-12      -6.229945493940e-15 
  120       4.454766829655e-10       1.363658182115e-13      -4.745258694758e-12       6.529245290236e-16       6.629703521801e-12       1.085742582249e-12      -6.166109588531e-15 
  121       4.500001964269e-10       1.375635835131e-13      -4.819721516245e-12       6.642639581442e-16       6.481026918734e-12       1.066695719616e-12      -6.097864226154e-15 
  122       4.545348102873e-10       1.387072072111e-13      -4.892772861014e-12       6.757203911713e-16       6.336801609236e-12       1.048109412708e-12      -6.025734190031e-15 
  123       4.590795504630e-10       1.397954688163e-13      -4.964339049743e-12       6.872946157406e-16       6.196901642911e-12       1.029973781951e-12      -5.950282422806e-15 
  124       4.636333467063e-10       1.408271865707e-13      -5.034346320677e-12       6.989874299567e-16       6.061170686623e-12       1.012275595302e-12      -5.872110796596e-15 
  125       4.681950299302e-10       1.418012188313e-13      -5.102720858802e-12       7.107996424111e-16       5.929421216763e-12       9.949981758552e-13      -5.791860883030e-15 
  126       4.727633295340e-10       1.427164654539e-13      -5.169388825008e-12       7.227320722008e-16       5.801433711522e-12       9.781213094335e-13      -5.710214723299e-15 
  127       4.773368707287e-10       1.435718691767e-13      -5.234276385262e-12       7.347855489468e-16       5.676955843157e-12       9.616211521943e-13      -5.627895598200e-15 
  128       4.819141718620e-10       1.443664170037e-13      -5.297309739771e-12       7.469609128123e-16       5.555701670257e-12       9.454701382264e-13      -5.545668798185e-15 
  129       4.864937929941e-10       1.450991864572e-13      -5.358416383697e-12       7.592590282929e-16       5.437413137921e-12       9.296436267557e-13      -5.464211079551e-15 
  130       4.910748057333e-10       1.457694871309e-13      -5.417528983697e-12       7.716808272577e-16       5.322053921862e-12       9.141408644809e-13      -5.383701205936e-15 
  131       4.956563701269e-10       1.463767373521e-13      -5.474581983743e-12       7.842272706871e-16       5.209635421778e-12       8.989661589190e-13      -5.304185734861e-15 
  132       5.002375864551e-10       1.469204223936e-13      -5.529510449308e-12       7.968993354393e-16       5.100156001308e-12       8.841223011940e-13      -5.225706137226e-15 
  133       5.048174936377e-10       1.474000961781e-13      -5.582250105342e-12       8.096980143675e-16       4.993600626153e-12       8.696105218625e-13      -5.148298627726e-15 
  134       5.093950676423e-10       1.478153829832e-13      -5.632737374257e-12       8.226243164373e-16       4.889940502194e-12       8.554304467398e-13      -5.071993995259e-15 
  135       5.139692198918e-10       1.481659791460e-13      -5.680909413905e-12       8.356792668429e-16       4.789132713616e-12       8.415800527255e-13      -4.996817433342e-15 
  136       5.185387956719e-10       1.484516547676e-13      -5.726704155558e-12       8.488639071247e-16       4.691119861025e-12       8.280556236293e-13      -4.922788370518e-15 
  137       5.231025725385e-10       1.486722554182e-13      -5.770060341889e-12       8.621792952856e-16       4.595829699576e-12       8.148517059965e-13      -4.849920300773e-15 
  138       5.276592587258e-10       1.488277038416e-13      -5.810917564953e-12       8.756265059085e-16       4.503174777089e-12       8.019610649340e-13      -4.778220613947e-15 
  139       5.322074915534e-10       1.489180016600e-13      -5.849216304165e-12       8.892066302730e-16       4.413052072169e-12       7.893746399359e-13      -4.707690426142e-15 
  140       5.367458358341e-10       1.489432310786e-13      -5.884897964282e-12       9.029207764724e-16       4.325342632332e-12       7.770815007093e-13      -4.638324410140e-15 
  141       5.412727822817e-10       1.489035565906e-13      -5.917904913385e-12       9.167700695304e-16       4.239911212123e-12       7.650688030002e-13      -4.570110625810e-15 
  142       5.457867459182e-10       1.487992266815e-13      -5.948180520856e-12       9.307556515183e-16       4.156605911236e-12       7.533217444189e-13      -4.503030350523e-15 
  143       5.502860644815e-10       1.486305755342e-13      -5.975669195359e-12       9.448786816720e-16       4.075257812641e-12       7.418235202659e-13      -4.437057909562e-15 
  144       5.547691355903e-10       1.483980340676e-13      -6.000316797630e-12       9.591402205583e-16       3.995716425927e-12       7.305588597202e-13      -4.372159866606e-15 
  145       5.592348468396e-10       1.481021606811e-13      -6.022071844527e-12       9.735408694569e-16       3.917960719488e-12       7.195251205701e-13      -4.308292863248e-15 
  146       5.636821852770e-10       1.477436167957e-13      -6.040884496432e-12       9.880810954835e-16       3.841998397668e-12       7.087222093929e-13      -4.245405243109e-15 
  147       5.681101016653e-10       1.473231595349e-13      -6.056706232886e-12       1.002761343803e-15       3.767830923736e-12       6.981490760207e-13      -4.183437500914e-15 
  148       5.725175096873e-10       1.468416434835e-13      -6.069489892716e-12       1.017582037079e-15       3.695453363779e-12       6.878036899432e-13      -4.122322109223e-15 
  149       5.769032851512e-10       1.463000224454e-13      -6.079189714177e-12       1.032543574927e-15       3.624854230602e-12       6.776830167096e-13      -4.061983345168e-15 
  150       5.812662651954e-10       1.456993512022e-13      -6.085761375080e-12       1.047646333361e-15       3.556015327629e-12       6.677829943320e-13      -4.002337117185e-15 
  151       5.856052474935e-10       1.450407872718e-13      -6.089162032931e-12       1.062890664249e-15       3.488911592795e-12       6.580985096873e-13      -3.943290791750e-15 
  152       5.899189894596e-10       1.443255926663e-13      -6.089350365064e-12       1.078276894760e-15       3.423510942453e-12       6.486233749196e-13      -3.884743020112e-15 
  153       5.942062074531e-10       1.435551356508e-13      -6.086286608772e-12       1.093805326814e-15       3.359774115264e-12       6.393503038437e-13      -3.826583565028e-15 
  154       5.984655759840e-10       1.427308925013e-13      -6.079932601448e-12       1.109476236536e-15       3.297654516101e-12       6.302708883465e-13      -3.768693127495e-15 
  155       6.026957269175e-10       1.418544492637e-13      -6.070251820713e-12       1.125289873703e-15       3.237098059943e-12       6.213755747901e-13      -3.710943173490e-15 
  156       6.068952486798e-10       1.409275035114e-13      -6.057209424554e-12       1.141246461198e-15       3.178043015779e-12       6.126536404145e-13      -3.653195760697e-15 
  157       6.110626854622e-10       1.399518661045e-13      -6.040772291457e-12       1.157346194456e-15       3.120419850499e-12       6.040931697397e-13      -3.595303365246e-15 
  158       6.151965364271e-10       1.389294629474e-13      -6.020909060544e-12       1.173589240920e-15       3.064151072799e-12       5.956810309685e-13      -3.537108708446e-15 
  159       6.192952549123e-10       1.378623367476e-13      -5.997590171701e-12       1.189975739487e-15       3.009151077076e-12       5.874028523890e-13      -3.478444583519e-15 
  160       6.233572476365e-10       1.367526487740e-13      -5.970787905721e-12       1.206505799962e-15       2.955325987327e-12       5.792429987771e-13      -3.419133682336e-15 
  161       6.273809841717e-10       1.356026310531e-13      -5.940476300558e-12       1.223179511792e-15       2.902592909395e-12       5.711880492247e-13      -3.359031926286e-15 
  162       6.313653379100e-10       1.344144345158e-13      -5.906630807534e-12       1.239996972310e-15       2.850939928696e-12       5.632376257867e-13      -3.298163128827e-15 
  163       6.353092738705e-10       1.331902707197e-13      -5.869228681291e-12       1.256958259949e-15       2.800371144619e-12       5.553944817997e-13      -3.236595965806e-15 
  164       6.392117408586e-10       1.319324617219e-13      -5.828249140186e-12       1.274063424682e-15       2.750887673098e-12       5.476610791550e-13      -3.174401569055e-15 
  165       6.430716711777e-10       1.306434416090e-13      -5.783673405848e-12       1.291312487511e-15       2.702487579809e-12       5.400395808109e-13      -3.111653553276e-15 
