# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3500, i.e. number of multipoles equal to 3499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  117       4.431844771655e-10       1.304402537738e-13      -4.554851806625e-12       0.000000000000e+00       6.594731395537e-12       1.131536407028e-12      -6.271868203186e-15 
  118       4.478093395095e-10       1.318095906609e-13      -4.634539723611e-12       0.000000000000e+00       6.441655411983e-12       1.111165221197e-12      -6.223461968836e-15 
  119       4.524482449270e-10       1.331304654893e-13      -4.713088683304e-12       0.000000000000e+00       6.293010131272e-12       1.091292999321e-12      -6.167812401397e-15 
  120       4.571004698202e-10       1.344015345554e-13      -4.790425537350e-12       0.000000000000e+00       6.148756598723e-12       1.071917124455e-12      -6.105612399197e-15 
  121       4.617652006807e-10       1.356214853670e-13      -4.866476899712e-12       0.000000000000e+00       6.008829357753e-12       1.053031697977e-12      -6.037612738966e-15 
  122       4.664415313666e-10       1.367890379506e-13      -4.941169174064e-12       0.000000000000e+00       5.873135685540e-12       1.034627442595e-12      -5.964623321617e-15 
  123       4.711284603781e-10       1.379029461602e-13      -5.014428581191e-12       0.000000000000e+00       5.741554828679e-12       1.016691605346e-12      -5.887514418025e-15 
  124       4.758248881349e-10       1.389619989844e-13      -5.086181186380e-12       0.000000000000e+00       5.613937238842e-12       9.992078606094e-13      -5.807217914815e-15 
  125       4.805296142516e-10       1.399650218552e-13      -5.156352926819e-12       0.000000000000e+00       5.490103808435e-12       9.821562131082e-13      -5.724728560136e-15 
  126       4.852413348150e-10       1.409108779550e-13      -5.224869638991e-12       0.000000000000e+00       5.369845106259e-12       9.655129009170e-13      -5.641105209447e-15 
  127       4.899586396602e-10       1.417984695254e-13      -5.291657086072e-12       0.000000000000e+00       5.252920613167e-12       9.492502984676e-13      -5.557472071296e-15 
  128       4.946800096469e-10       1.426267391748e-13      -5.356640985326e-12       0.000000000000e+00       5.139057957721e-12       9.333368195549e-13      -5.475019953105e-15 
  129       4.994039761751e-10       1.433947158250e-13      -5.419748341781e-12       0.000000000000e+00       5.028011280075e-12       9.177441512052e-13      -5.394776645240e-15 
  130       5.041296253019e-10       1.441016554716e-13      -5.480911556502e-12       0.000000000000e+00       4.919745186024e-12       9.024700585246e-13      -5.316886947667e-15 
  131       5.088561440374e-10       1.447469184088e-13      -5.540064822874e-12       0.000000000000e+00       4.814269622431e-12       8.875179099177e-13      -5.241255647952e-15 
  132       5.135826615153e-10       1.453299275866e-13      -5.597142897096e-12       0.000000000000e+00       4.711582220042e-12       8.728895263784e-13      -5.167770900879e-15 
  133       5.183082474307e-10       1.458501702376e-13      -5.652081134927e-12       0.000000000000e+00       4.611667952244e-12       8.585851369532e-13      -5.096303822275e-15 
  134       5.230319104773e-10       1.463071995050e-13      -5.704815528430e-12       0.000000000000e+00       4.514498793827e-12       8.446033342040e-13      -5.026708082821e-15 
  135       5.277525967845e-10       1.467006360695e-13      -5.755282742710e-12       0.000000000000e+00       4.420033379736e-12       8.309410296710e-13      -4.958819501879e-15 
  136       5.324691883550e-10       1.470301697769e-13      -5.803420152663e-12       0.000000000000e+00       4.328216663838e-12       8.175934093355e-13      -4.892455641308e-15 
  137       5.371805015021e-10       1.472955612654e-13      -5.849165879718e-12       0.000000000000e+00       4.238979577674e-12       8.045538890833e-13      -4.827415399283e-15 
  138       5.418852852872e-10       1.474966435931e-13      -5.892458828575e-12       0.000000000000e+00       4.152238689220e-12       7.918140701669e-13      -4.763478604116e-15 
  139       5.465822199570e-10       1.476333238652e-13      -5.933238723956e-12       0.000000000000e+00       4.067895861645e-12       7.793636946693e-13      -4.700405608072e-15 
  140       5.512699153806e-10       1.477055848614e-13      -5.971446147341e-12       0.000000000000e+00       3.985837912070e-12       7.671906009662e-13      -4.637936881194e-15 
  141       5.559469094876e-10       1.477134866634e-13      -6.007022573715e-12       0.000000000000e+00       3.905936270328e-12       7.552806791895e-13      -4.575792605116e-15 
  142       5.606116667046e-10       1.476571682820e-13      -6.039910408311e-12       0.000000000000e+00       3.828046637719e-12       7.436178266897e-13      -4.513672266887e-15 
  143       5.652625763932e-10       1.475368492850e-13      -6.070053023353e-12       0.000000000000e+00       3.752008645771e-12       7.321839034993e-13      -4.451254252787e-15 
  144       5.698980804134e-10       1.473528445875e-13      -6.097395159120e-12       0.000000000000e+00       3.677679382758e-12       7.209626765220e-13      -4.388263412390e-15 
  145       5.745170732870e-10       1.471056070325e-13      -6.121884094149e-12       0.000000000000e+00       3.605038418822e-12       7.099521843667e-13      -4.324682115356e-15 
