0.	0.3039635509319323	0.10132118364397749	-3.4924844862403107e-6	8.107907703235528e-6
0.5	0.2973621112351904	0.09562419176771791	-0.02683216300236342	-0.020979204143652022
1.	0.27743887716488685	0.08231530022055389	-0.05182198255691463	-0.030493359152284932
1.5	0.24701403321103632	0.06652880216834611	-0.06817485886667973	-0.031618708668825116
2.	0.21095293895272765	0.05142247738847884	-0.0745024380039283	-0.028342927293445723
2.5	0.17386324384356713	0.03845778708158549	-0.07274876244321146	-0.023396041344241444
3.	0.13906362949004983	0.028045406065942795	-0.0658272764540901	-0.018309172953972448
3.5	0.10845423014175067	0.02004954934192835	-0.05637195751955143	-0.01380160225887513
4.	0.0827901650298795	0.01410505823413027	-0.04630158709061581	-0.010118797124728116
4.5	0.06205371760399242	0.009792690544149787	-0.03680588494080978	-0.007261243465974182
5.	0.04578438113908816	0.0067238557601716625	-0.028496722034644498	-0.00512255089569565
5.5	0.03332190920981714	0.004573496036354473	-0.021590324804462595	-0.0035638841469715723
6.	0.023963430400666327	0.0030857788187871743	-0.016063641836938855	-0.0024510069953027095
6.5	0.01705267093345381	0.0020674204710163127	-0.011768921993738943	-0.0016692870642823275
7.	0.01202202347033636	0.0013766279307500108	-0.008508930532404249	-0.001127443518032277
7.5	0.008405070509037264	0.0009116729020013047	-0.006081525518185139	-0.0007560032679603968
8.	0.005832510064984088	0.0006008362666381624	-0.004302928162351097	-0.0005037475669706151
8.5	0.004020115381072838	0.00039426415001807296	-0.0030174332231065544	-0.0003338008823658732
9.	0.002754008198512432	0.0002577029654631912	-0.0020992195748997765	-0.00022009866714858077
9.5	0.0018761786585784132	0.00016784678649794233	-0.0014500508268495455	-0.00014448738338221134
10.	0.0012716679177586102	0.00010897000594863851	-0.0009952202856612247	-0.00009447520805696234
10.5	0.0008579197759695481	0.00007053783793226334	-0.0006790914284314933	-0.0000615525860275177
11.	0.0005763077403427792	0.00004553700354025302	-0.0004609325360522642	-0.00003997216861010855
11.5	0.00038560272597593613	0.000029324268698417858	-0.00031134675837284873	-0.000025880689066087697
12.	0.0002570579225764405	0.000018840523958898847	-0.0002093738938728949	-0.00001671124794408352
12.5	0.00017078158626763844	0.000012079120095763601	-0.00014022474556955116	-0.00001076346272994746
13.	0.00011310256959814449	7.728938006514748e-6	-0.00009355910188338968	-6.916547254198517e-6
13.5	0.00007468224504982516	4.93634450277271e-6	-0.0000622052580403948	-4.4350205334294505e-6
14.	0.000049176651372968955	3.1473515986461647e-6	-0.00004122450489250608	-2.8381645562688283e-6
14.5	0.000032297782158833265	2.003489949853578e-6	-0.000027237528894902975	-1.812904538192528e-6
15.	0.000021160564139344167	1.273428745205876e-6	-0.000017945306494050383	-1.156009769792394e-6
15.5	0.000013832005965829263	8.082528380442022e-7	-0.000011791896215893098	-7.35945804454259e-7
16.	9.022018548492733e-6	5.123196293545789e-7	-7.729250116424371e-6	-4.678125998063715e-7
16.5	5.872666764419191e-6	3.243313304626276e-7	-5.0544852760430005e-6	-2.9694753683535133e-7
17.	3.815296674197261e-6	2.0507900600327466e-7	-3.298083168652331e-6	-1.8823731267757478e-7
17.5	2.474155512540518e-6	1.2952860722307219e-7	-2.1475612259667897e-6	-1.1917445834227793e-7
18.	1.6016675921239608e-6	8.17236944020091e-8	-1.3956563480880096e-6	-7.536030951376219e-8
18.5	1.0351479105607523e-6	5.151002227140169e-8	-9.053283696457677e-7	-4.760057754365063e-8
19.	6.679626686329059e-7	3.2435366881842855e-8	-5.862334246133035e-7	-3.00343101386777e-8
19.5	4.303822476238859e-7	2.0405606386394233e-8	-3.789751512847517e-7	-1.893140419149511e-8
20.	2.769103698075028e-7	1.2826337014264058e-8	-2.4460346529878545e-7	-1.1921468867412588e-8
20.5	1.779242167866994e-7	8.055560538606845e-9	-1.5763567423220797e-7	-7.500304791744599e-9
21.	1.1417427141778326e-7	5.055279834886152e-9	-1.0144546530410277e-7	-4.7146475517037874e-9
21.5	7.317511644456335e-8	3.1700506162783764e-9	-6.519445700359037e-8	-2.9611360736045574e-9
22.	4.684288636523513e-8	1.986428833954842e-9	-4.184278421175121e-8	-1.8583296265787042e-9
22.5	2.995232518969639e-8	1.2438814491073055e-9	-2.6821771840086192e-8	-1.1653536192930181e-9
23.	1.9131296170793516e-8	7.783889343766375e-10	-1.717255163653616e-8	-7.302602122366365e-10
23.5	1.2206868645237071e-8	4.867856293893639e-10	-1.0982081794344141e-8	-4.572944194648287e-10
24.	7.780869104375388e-9	3.0423790672695077e-10	-7.01548373493474e-9	-2.861706556817419e-10
24.5	4.954876205416553e-9	1.9003508021265092e-10	-4.476855213039607e-9	-1.7896868227212537e-10
25.	3.1523490965360773e-9	1.186339282142241e-10	-2.853968472634402e-9	-1.1185691258306122e-10
25.5	2.003768984197292e-9	7.401981029593789e-11	-1.8176201920179075e-9	-6.987034830847775e-11
26.	1.2725857714119622e-9	4.615934968263851e-11	-1.15651459094431e-9	-4.361914262355901e-11
26.5	8.075436422837135e-10	2.877082465319935e-11	-7.352048416339379e-10	-2.721602928565252e-11
27.	5.120321283343014e-10	1.7923947745301253e-11	-4.669703167577095e-10	-1.6972452184205627e-11
27.5	3.244089112581061e-10	1.1161207016030504e-11	-2.96351748997238e-10	-1.0579007038821094e-11
28.	2.0538284046157165e-10	6.94691228951274e-12	-1.879212607658164e-10	-6.590730393019346e-12
28.5	1.2993383050347864e-10	4.321975408789272e-12	-1.1907121034758837e-10	-4.1041001219615054e-12
29.	8.214429049531184e-11	2.6877503322226203e-12	-7.538963519322413e-11	-2.5544955838354852e-12
29.5	5.189666201175471e-11	1.670774105336398e-12	-4.769815118912654e-11	-1.5892852865347603e-12
30.	3.2765571153360516e-11	1.0381842998208752e-12	-3.0156916934527317e-11	-9.883583166582471e-13
30.5	2.067384561842085e-11	6.448586743315188e-13	-1.9053631890323038e-11	-6.143966975498096e-13
31.	1.3036425325303394e-11	4.003992047717647e-13	-1.2030495241635866e-11	-3.817780598168715e-13
31.5	8.215568643324526e-12	2.485223205787686e-13	-7.591247715886039e-12	-2.3714074382695043e-13
32.	5.1744757211689e-12	1.542005296728808e-13	-4.787131318570349e-12	-1.4724471793512161e-13
32.5	3.257257660788347e-12	9.564430768230158e-14	-3.017020354165629e-12	-9.139376817062053e-14
33.	2.049283315872325e-12	5.930475465384253e-14	-1.9003329164226313e-12	-5.670763120349631e-14
33.5	1.2886139006619185e-12	3.676047892188313e-14	-1.1962919339769494e-12	-3.517377896078706e-14
34.	8.098806757924215e-13	2.2779177084111258e-14	-7.526756088717153e-13	-2.1809890873528713e-14
34.5	5.08748223250971e-13	1.4111199030820188e-14	-4.733131135990666e-13	-1.351913928843528e-14
35.	3.1942903427871094e-13	8.739014432479609e-15	-2.974855040237675e-13	-8.377407690464585e-15
35.5	2.0046622486538458e-13	5.410496682053467e-15	-1.8688133561571762e-13	-5.189662568804515e-15
